Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range
"Did Not Get Needed Care, Last 4 Weeks",By State,Rhode Island,Rhode Island,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,28.1,24.0,32.5,24.0 - 32.5,24.0-29.7
"Did Not Get Needed Care, Last 4 Weeks",By State,South Carolina,South Carolina,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,31.7,26.8,37.0,26.8 - 37.0,29.8-31.9
"Did Not Get Needed Care, Last 4 Weeks",By State,South Dakota,South Dakota,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,28.1,23.2,33.4,23.2 - 33.4,24.0-29.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Tennessee,Tennessee,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,32.9,28.3,37.9,28.3 - 37.9,32.0-33.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Texas,Texas,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,30.1,27.1,33.2,27.1 - 33.2,29.8-31.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Utah,Utah,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,28.9,25.0,33.0,25.0 - 33.0,24.0-29.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Vermont,Vermont,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,30.9,24.5,38.0,24.5 - 38.0,29.8-31.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Virginia,Virginia,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,31.5,27.4,35.9,27.4 - 35.9,29.8-31.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Washington,Washington,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,32.6,28.7,36.6,28.7 - 36.6,32.0-33.8
"Did Not Get Needed Care, Last 4 Weeks",By State,West Virginia,West Virginia,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,32.9,27.1,39.2,27.1 - 39.2,32.0-33.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Wisconsin,Wisconsin,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,26.9,23.0,31.0,23.0 - 31.0,24.0-29.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Wyoming,Wyoming,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,27.9,22.0,34.5,22.0 - 34.5,24.0-29.7
"Delayed or Did Not Get Care, Last 4 Weeks",National Estimate,United States,United States,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,44.5,43.7,45.3,43.7 - 45.3,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,18 - 29 years,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,39.8,37.6,42.2,37.6 - 42.2,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,30 - 39 years,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,45.1,43.5,46.8,43.5 - 46.8,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,40 - 49 years,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,47.6,45.7,49.5,45.7 - 49.5,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,50 - 59 years,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,47.2,45.4,49.0,45.4 - 49.0,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,60 - 69 years,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,45.2,43.1,47.3,43.1 - 47.3,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,70 - 79 years,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,41.2,38.7,43.8,38.7 - 43.8,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,80 years and above,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,37.9,32.0,44.1,32.0 - 44.1,
"Delayed or Did Not Get Care, Last 4 Weeks",By Sex,United States,Male,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,39.5,38.1,40.8,38.1 - 40.8,
"Delayed or Did Not Get Care, Last 4 Weeks",By Sex,United States,Female,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,49.2,48.0,50.4,48.0 - 50.4,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,44.5,42.1,46.8,42.1 - 46.8,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,44.5,43.5,45.5,43.5 - 45.5,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,43.8,41.6,46.1,41.6 - 46.1,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,37.2,33.1,41.5,33.1 - 41.5,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,54.6,50.0,59.1,50.0 - 59.1,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,Less than a high school diploma,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,40.8,35.7,46.1,35.7 - 46.1,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,High school diploma or GED,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,40.2,38.3,42.2,38.3 - 42.2,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,Some college/Associate's degree,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,47.5,46.1,49.0,46.1 - 49.0,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,46.5,45.7,47.4,45.7 - 47.4,
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Alabama,Alabama,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,46.4,39.6,53.2,39.6 - 53.2,43.7-46.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Alaska,Alaska,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,49.7,44.2,55.2,44.2 - 55.2,46.6-51.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Arizona,Arizona,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,46.2,42.4,50.2,42.4 - 50.2,43.7-46.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Arkansas,Arkansas,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,45.1,40.0,50.3,40.0 - 50.3,43.7-46.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,California,California,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,44.8,41.3,48.4,41.3 - 48.4,43.7-46.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Colorado,Colorado,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,44.2,39.6,48.8,39.6 - 48.8,43.7-46.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Connecticut,Connecticut,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,48.1,42.3,53.8,42.3 - 53.8,46.6-51.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Delaware,Delaware,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,50.4,44.6,56.2,44.6 - 56.2,46.6-51.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,District of Columbia,District of Columbia,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,49.5,40.6,58.4,40.6 - 58.4,46.6-51.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Florida,Florida,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,46.5,42.5,50.5,42.5 - 50.5,43.7-46.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Georgia,Georgia,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,42.3,38.7,45.9,38.7 - 45.9,41.3-43.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Hawaii,Hawaii,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,35.5,30.1,41.3,30.1 - 41.3,32.3-41.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Idaho,Idaho,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,42.0,36.1,48.1,36.1 - 48.1,41.3-43.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Illinois,Illinois,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,50.4,45.7,55.2,45.7 - 55.2,46.6-51.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Indiana,Indiana,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,46.7,41.2,52.3,41.2 - 52.3,46.6-51.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Iowa,Iowa,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,42.3,37.4,47.2,37.4 - 47.2,41.3-43.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Kansas,Kansas,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,38.4,34.0,43.0,34.0 - 43.0,32.3-41.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Kentucky,Kentucky,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,48.2,43.1,53.3,43.1 - 53.3,46.6-51.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Louisiana,Louisiana,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,43.1,38.4,48.0,38.4 - 48.0,41.3-43.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Maine,Maine,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,48.4,42.1,54.7,42.1 - 54.7,46.6-51.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Maryland,Maryland,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,41.7,36.4,47.2,36.4 - 47.2,41.3-43.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Massachusetts,Massachusetts,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,43.6,39.2,48.0,39.2 - 48.0,41.3-43.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Michigan,Michigan,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,46.6,42.8,50.5,42.8 - 50.5,46.6-51.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Minnesota,Minnesota,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,45.2,40.6,49.9,40.6 - 49.9,43.7-46.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Mississippi,Mississippi,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,43.2,37.1,49.6,37.1 - 49.6,41.3-43.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Missouri,Missouri,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,41.2,36.5,46.0,36.5 - 46.0,32.3-41.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Montana,Montana,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,44.8,40.6,49.2,40.6 - 49.2,43.7-46.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Nebraska,Nebraska,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,34.9,30.2,39.8,30.2 - 39.8,32.3-41.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Nevada,Nevada,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,39.1,34.2,44.2,34.2 - 44.2,32.3-41.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Hampshire,New Hampshire,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,39.9,35.3,44.7,35.3 - 44.7,32.3-41.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Jersey,New Jersey,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,51.0,45.6,56.3,45.6 - 56.3,46.6-51.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Mexico,New Mexico,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,43.6,39.4,47.8,39.4 - 47.8,41.3-43.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New York,New York,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,44.9,40.6,49.2,40.6 - 49.2,43.7-46.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,North Carolina,North Carolina,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,38.9,34.5,43.4,34.5 - 43.4,32.3-41.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,North Dakota,North Dakota,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,32.3,26.5,38.6,26.5 - 38.6,32.3-41.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Ohio,Ohio,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,46.1,40.0,52.4,40.0 - 52.4,43.7-46.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Oklahoma,Oklahoma,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,39.6,35.1,44.3,35.1 - 44.3,32.3-41.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Oregon,Oregon,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,49.7,46.1,53.2,46.1 - 53.2,46.6-51.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,44.6,38.8,50.6,38.8 - 50.6,43.7-46.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Rhode Island,Rhode Island,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,41.6,35.6,47.8,35.6 - 47.8,41.3-43.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,South Carolina,South Carolina,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,40.1,35.5,44.8,35.5 - 44.8,32.3-41.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,South Dakota,South Dakota,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,41.1,34.5,48.0,34.5 - 48.0,32.3-41.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Tennessee,Tennessee,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,43.3,38.9,47.8,38.9 - 47.8,41.3-43.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Texas,Texas,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,44.2,41.1,47.3,41.1 - 47.3,43.7-46.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Utah,Utah,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,38.4,34.4,42.5,34.4 - 42.5,32.3-41.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Vermont,Vermont,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,48.0,40.8,55.3,40.8 - 55.3,46.6-51.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Virginia,Virginia,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,41.4,36.5,46.4,36.5 - 46.4,41.3-43.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Washington,Washington,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,45.8,41.8,49.9,41.8 - 49.9,43.7-46.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,West Virginia,West Virginia,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,42.1,35.1,49.4,35.1 - 49.4,41.3-43.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Wisconsin,Wisconsin,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,42.1,37.6,46.6,37.6 - 46.6,41.3-43.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Wyoming,Wyoming,1,6,June 4 - June 9,06/04/2020 12:00:00 AM,06/09/2020 12:00:00 AM,36.9,30.8,43.3,30.8 - 43.3,32.3-41.2
"Delayed Medical Care, Last 4 Weeks",National Estimate,United States,United States,1,7,June 11 - June 16,06/11/2020 12:00:00 AM,06/16/2020 12:00:00 AM,41.0,40.2,41.9,40.2 - 41.9,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,18 - 29 years,1,7,June 11 - June 16,06/11/2020 12:00:00 AM,06/16/2020 12:00:00 AM,36.8,34.6,39.1,34.6 - 39.1,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,30 - 39 years,1,7,June 11 - June 16,06/11/2020 12:00:00 AM,06/16/2020 12:00:00 AM,41.9,39.6,44.2,39.6 - 44.2,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,40 - 49 years,1,7,June 11 - June 16,06/11/2020 12:00:00 AM,06/16/2020 12:00:00 AM,43.5,41.6,45.3,41.6 - 45.3,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,50 - 59 years,1,7,June 11 - June 16,06/11/2020 12:00:00 AM,06/16/2020 12:00:00 AM,43.0,41.1,45.0,41.1 - 45.0,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,60 - 69 years,1,7,June 11 - June 16,06/11/2020 12:00:00 AM,06/16/2020 12:00:00 AM,42.7,40.3,45.2,40.3 - 45.2,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,70 - 79 years,1,7,June 11 - June 16,06/11/2020 12:00:00 AM,06/16/2020 12:00:00 AM,37.0,34.2,40.0,34.2 - 40.0,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,80 years and above,1,7,June 11 - June 16,06/11/2020 12:00:00 AM,06/16/2020 12:00:00 AM,34.5,28.5,40.9,28.5 - 40.9,
"Delayed Medical Care, Last 4 Weeks",By Sex,United States,Male,1,7,June 11 - June 16,06/11/2020 12:00:00 AM,06/16/2020 12:00:00 AM,37.2,35.8,38.5,35.8 - 38.5,
"Delayed Medical Care, Last 4 Weeks",By Sex,United States,Female,1,7,June 11 - June 16,06/11/2020 12:00:00 AM,06/16/2020 12:00:00 AM,44.7,43.6,45.8,43.6 - 45.8,
"Delayed Medical Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,1,7,June 11 - June 16,06/11/2020 12:00:00 AM,06/16/2020 12:00:00 AM,38.5,36.1,40.9,36.1 - 40.9,
"Delayed Medical Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",1,7,June 11 - June 16,06/11/2020 12:00:00 AM,06/16/2020 12:00:00 AM,42.0,41.0,43.0,41.0 - 43.0,
"Delayed Medical Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",1,7,June 11 - June 16,06/11/2020 12:00:00 AM,06/16/2020 12:00:00 AM,38.6,35.8,41.3,35.8 - 41.3,
"Delayed Medical Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1,7,June 11 - June 16,06/11/2020 12:00:00 AM,06/16/2020 12:00:00 AM,36.2,32.2,40.3,32.2 - 40.3,
"Delayed Medical Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1,7,June 11 - June 16,06/11/2020 12:00:00 AM,06/16/2020 12:00:00 AM,48.3,44.2,52.4,44.2 - 52.4,
"Delayed Medical Care, Last 4 Weeks",By Education,United States,Less than a high school diploma,1,7,June 11 - June 16,06/11/2020 12:00:00 AM,06/16/2020 12:00:00 AM,28.5,25.0,32.3,25.0 - 32.3,
"Delayed Medical Care, Last 4 Weeks",By Education,United States,High school diploma or GED,1,7,June 11 - June 16,06/11/2020 12:00:00 AM,06/16/2020 12:00:00 AM,36.2,34.3,38.1,34.3 - 38.1,
"Delayed Medical Care, Last 4 Weeks",By Education,United States,Some college/Associate's degree,1,7,June 11 - June 16,06/11/2020 12:00:00 AM,06/16/2020 12:00:00 AM,44.8,43.3,46.4,43.3 - 46.4,
"Delayed Medical Care, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,1,7,June 11 - June 16,06/11/2020 12:00:00 AM,06/16/2020 12:00:00 AM,45.1,43.8,46.5,43.8 - 46.5,
"Delayed Medical Care, Last 4 Weeks",By State,Alabama,Alabama,1,7,June 11 - June 16,06/11/2020 12:00:00 AM,06/16/2020 12:00:00 AM,36.8,30.3,43.7,30.3 - 43.7,33.7-37.8
"Delayed Medical Care, Last 4 Weeks",By State,Alaska,Alaska,1,7,June 11 - June 16,06/11/2020 12:00:00 AM,06/16/2020 12:00:00 AM,49.2,44.1,54.4,44.1 - 54.4,44.9-50.5
"Delayed Medical Care, Last 4 Weeks",By State,Arizona,Arizona,1,7,June 11 - June 16,06/11/2020 12:00:00 AM,06/16/2020 12:00:00 AM,42.7,37.4,48.1,37.4 - 48.1,40.5-44.8
"Delayed Medical Care, Last 4 Weeks",By State,Arkansas,Arkansas,1,7,June 11 - June 16,06/11/2020 12:00:00 AM,06/16/2020 12:00:00 AM,45.6,37.6,53.7,37.6 - 53.7,44.9-50.5
"Delayed Medical Care, Last 4 Weeks",By State,California,California,1,7,June 11 - June 16,06/11/2020 12:00:00 AM,06/16/2020 12:00:00 AM,40.8,37.5,44.3,37.5 - 44.3,40.5-44.8
"Delayed Medical Care, Last 4 Weeks",By State,Colorado,Colorado,1,7,June 11 - June 16,06/11/2020 12:00:00 AM,06/16/2020 12:00:00 AM,35.9,31.7,40.3,31.7 - 40.3,33.7-37.8
"Delayed Medical Care, Last 4 Weeks",By State,Connecticut,Connecticut,1,7,June 11 - June 16,06/11/2020 12:00:00 AM,06/16/2020 12:00:00 AM,49.0,42.5,55.5,42.5 - 55.5,44.9-50.5
"Delayed Medical Care, Last 4 Weeks",By State,Delaware,Delaware,1,7,June 11 - June 16,06/11/2020 12:00:00 AM,06/16/2020 12:00:00 AM,48.5,43.6,53.4,43.6 - 53.4,44.9-50.5
"Delayed Medical Care, Last 4 Weeks",By State,District of Columbia,District of Columbia,1,7,June 11 - June 16,06/11/2020 12:00:00 AM,06/16/2020 12:00:00 AM,47.5,39.4,55.7,39.4 - 55.7,44.9-50.5
"Delayed Medical Care, Last 4 Weeks",By State,Florida,Florida,1,7,June 11 - June 16,06/11/2020 12:00:00 AM,06/16/2020 12:00:00 AM,42.2,37.5,47.1,37.5 - 47.1,40.5-44.8
"Delayed Medical Care, Last 4 Weeks",By State,Georgia,Georgia,1,7,June 11 - June 16,06/11/2020 12:00:00 AM,06/16/2020 12:00:00 AM,39.5,35.0,44.2,35.0 - 44.2,37.9-40.4
"Delayed Medical Care, Last 4 Weeks",By State,Hawaii,Hawaii,1,7,June 11 - June 16,06/11/2020 12:00:00 AM,06/16/2020 12:00:00 AM,37.7,32.2,43.5,32.2 - 43.5,33.7-37.8
"Delayed Medical Care, Last 4 Weeks",By State,Idaho,Idaho,1,7,June 11 - June 16,06/11/2020 12:00:00 AM,06/16/2020 12:00:00 AM,38.6,33.2,44.2,33.2 - 44.2,37.9-40.4
"Delayed Medical Care, Last 4 Weeks",By State,Illinois,Illinois,1,7,June 11 - June 16,06/11/2020 12:00:00 AM,06/16/2020 12:00:00 AM,45.3,40.8,49.8,40.8 - 49.8,44.9-50.5
"Delayed Medical Care, Last 4 Weeks",By State,Indiana,Indiana,1,7,June 11 - June 16,06/11/2020 12:00:00 AM,06/16/2020 12:00:00 AM,40.7,34.4,47.2,34.4 - 47.2,40.5-44.8
"Delayed Medical Care, Last 4 Weeks",By State,Iowa,Iowa,1,7,June 11 - June 16,06/11/2020 12:00:00 AM,06/16/2020 12:00:00 AM,36.2,32.0,40.6,32.0 - 40.6,33.7-37.8
"Delayed Medical Care, Last 4 Weeks",By State,Kansas,Kansas,1,7,June 11 - June 16,06/11/2020 12:00:00 AM,06/16/2020 12:00:00 AM,42.3,36.6,48.1,36.6 - 48.1,40.5-44.8
"Delayed Medical Care, Last 4 Weeks",By State,Kentucky,Kentucky,1,7,June 11 - June 16,06/11/2020 12:00:00 AM,06/16/2020 12:00:00 AM,39.6,34.9,44.5,34.9 - 44.5,37.9-40.4
"Delayed Medical Care, Last 4 Weeks",By State,Louisiana,Louisiana,1,7,June 11 - June 16,06/11/2020 12:00:00 AM,06/16/2020 12:00:00 AM,38.4,32.2,44.8,32.2 - 44.8,37.9-40.4
"Delayed Medical Care, Last 4 Weeks",By State,Maine,Maine,1,7,June 11 - June 16,06/11/2020 12:00:00 AM,06/16/2020 12:00:00 AM,50.5,44.8,56.1,44.8 - 56.1,44.9-50.5
"Delayed Medical Care, Last 4 Weeks",By State,Maryland,Maryland,1,7,June 11 - June 16,06/11/2020 12:00:00 AM,06/16/2020 12:00:00 AM,38.2,33.8,42.8,33.8 - 42.8,37.9-40.4
"Delayed Medical Care, Last 4 Weeks",By State,Massachusetts,Massachusetts,1,7,June 11 - June 16,06/11/2020 12:00:00 AM,06/16/2020 12:00:00 AM,40.4,36.0,44.8,36.0 - 44.8,37.9-40.4
"Delayed Medical Care, Last 4 Weeks",By State,Michigan,Michigan,1,7,June 11 - June 16,06/11/2020 12:00:00 AM,06/16/2020 12:00:00 AM,46.3,42.6,50.1,42.6 - 50.1,44.9-50.5
